incident_id,timestamp_reported,state,district,nearest_city_town,latitude,longitude,incident_category,incident_type,severity_level,incident_status,reporting_agency,response_time_minutes,fatalities_count,injuries_count,estimated_affected_population,est_financial_loss_lakh_inr,road_highway_affected,ndrf_sdrf_deployed,action_taken
INC-NER-2026-0017,2026-08-24 11:30:13,Assam,Dima Hasao,Haflong,25.15471,93.00492,Hydro-Meteorological,River Bank Erosion,Moderate (Level 2),Mitigation In Progress,Border Roads Organisation (BRO),112,0,0,0,0.52,NH-10,No,Emergency crews dispatched to Haflong for immediate river bank erosion containment and traffic rerouting.
INC-NER-2026-0281,2026-08-24 10:15:16,Meghalaya,East Khasi Hills,Cherrapunji,25.30444,91.71859,Hydro-Meteorological,River Bank Erosion,Moderate (Level 2),Under Assessment,Police Integrated Control Room,87,0,0,30,4.1,NH-08,No,Emergency crews dispatched to Cherrapunji for immediate river bank erosion containment and traffic rerouting.
INC-NER-2026-0252,2026-08-24 09:33:30,Manipur,Imphal West,Imphal,24.82657,93.92404,Traffic & Infrastructure,Power Grid Failure / Transmission Break,Low (Level 1),Under Assessment,Border Roads Organisation (BRO),50,0,0,37,4.82,None / N/A,No,Emergency crews dispatched to Imphal for immediate power grid failure / transmission break containment and traffic rerouting.
INC-NER-2026-0262,2026-08-24 09:29:15,Tripura,North Tripura,Dharmanagar,24.36019,92.1703,Environmental & Wildlife,Poaching Counter-Operation,Moderate (Level 2),Emergency Response Dispatched,Border Roads Organisation (BRO),72,0,0,47,4.67,NH-102,No,Emergency crews dispatched to Dharmanagar for immediate poaching counter-operation containment and traffic rerouting.
INC-NER-2026-0185,2026-08-24 09:18:09,Arunachal Pradesh,West Kameng,Dirang,27.35032,92.23564,Environmental & Wildlife,Wild Elephant Corridor Movement / Human Wildlife Conflict,Moderate (Level 2),Mitigation In Progress,SDRF Telemetry,44,0,0,37,1.71,NH-08,No,Emergency crews dispatched to Dirang for immediate wild elephant corridor movement / human wildlife conflict containment and traffic rerouting.
INC-NER-2026-0201,2026-08-24 09:10:30,Sikkim,South Sikkim,Namchi,27.15294,88.34972,Hydro-Meteorological,Major Landslide / Slope Failure,High (Level 3),Mitigation In Progress,Border Roads Organisation (BRO),117,0,0,453,22.23,NH-102,Yes,Emergency crews dispatched to Namchi for immediate major landslide / slope failure containment and traffic rerouting.
INC-NER-2026-0062,2026-08-24 08:55:45,Mizoram,Lunglei,Lunglei,22.88762,92.72683,Hydro-Meteorological,Cloudburst / Heavy Rainfall Blockade,Critical (Level 4),Emergency Response Dispatched,Border Roads Organisation (BRO),83,0,2,3355,162.38,NH-29,Yes,Emergency crews dispatched to Lunglei for immediate cloudburst / heavy rainfall blockade containment and traffic rerouting.
INC-NER-2026-0025,2026-08-24 08:48:22,Assam,Jorhat,Jorhat,26.74018,94.20085,Hydro-Meteorological,River Bank Erosion,Moderate (Level 2),Emergency Response Dispatched,Citizen Telemetry App,113,0,0,15,0.61,NH-10,No,Emergency crews dispatched to Jorhat for immediate river bank erosion containment and traffic rerouting.
INC-NER-2026-0072,2026-08-24 08:17:52,Nagaland,Mokokchung,Mokokchung,26.32815,94.51287,Hydro-Meteorological,Cloudburst / Heavy Rainfall Blockade,High (Level 3),Mitigation In Progress,NDRF Control Room,106,0,0,28,23.56,None / N/A,Yes,Emergency crews dispatched to Mokokchung for immediate cloudburst / heavy rainfall blockade containment and traffic rerouting.
INC-NER-2026-0301,2026-08-24 08:14:33,Assam,Golaghat,Kaziranga,26.58378,93.18449,Environmental & Wildlife,Forest Fire / Wildfire Outbreak,High (Level 3),Reported / Triaged,Border Roads Organisation (BRO),23,0,1,419,16.44,NH-10,Yes,Emergency crews dispatched to Kaziranga for immediate forest fire / wildfire outbreak containment and traffic rerouting.
INC-NER-2026-0220,2026-08-24 08:06:58,Assam,Cachar,Silchar,24.81359,92.79113,Hydro-Meteorological,Cyclone / Violent Wind Damage,Low (Level 1),Emergency Response Dispatched,Citizen Telemetry App,39,0,0,38,4.07,NH-102,No,Emergency crews dispatched to Silchar for immediate cyclone / violent wind damage containment and traffic rerouting.
INC-NER-2026-0028,2026-08-24 07:59:23,Mizoram,Lunglei,Lunglei,22.88415,92.72199,Geological & Earth Hazards,Rockfall / Debris Flow on Highway,High (Level 3),Resolved / Cleared,SDRF Telemetry,17,0,0,268,22.73,State Highway,Yes,Emergency crews dispatched to Lunglei for immediate rockfall / debris flow on highway containment and traffic rerouting.
INC-NER-2026-0330,2026-08-24 07:41:37,Sikkim,South Sikkim,Namchi,27.17134,88.36254,Hydro-Meteorological,Flash Flood / River Water Inundation,High (Level 3),Mitigation In Progress,Forest Department Radar,50,0,0,118,21.77,NH-10,Yes,Emergency crews dispatched to Namchi for immediate flash flood / river water inundation containment and traffic rerouting.
INC-NER-2026-0089,2026-08-24 07:21:37,Mizoram,Champhai,Champhai,23.45752,93.31872,Traffic & Infrastructure,National Highway Road Blockade,Moderate (Level 2),Resolved / Cleared,State Disaster Management Authority (SDMA),103,0,0,31,4.69,None / N/A,No,Emergency crews dispatched to Champhai for immediate national highway road blockade containment and traffic rerouting.
INC-NER-2026-0023,2026-08-24 07:10:48,Manipur,Ukhrul,Ukhrul,25.11726,94.35936,Traffic & Infrastructure,Rail Line Submersion / Debris Clearance,Moderate (Level 2),Under Assessment,State Disaster Management Authority (SDMA),114,0,0,41,3.21,NH-37,No,Emergency crews dispatched to Ukhrul for immediate rail line submersion / debris clearance containment and traffic rerouting.
INC-NER-2026-0069,2026-08-24 06:53:09,Nagaland,Mokokchung,Mokokchung,26.31943,94.51998,Geological & Earth Hazards,Subsidence / Ground Cracking,Moderate (Level 2),Reported / Triaged,Police Integrated Control Room,90,0,0,35,2.33,NH-10,No,Emergency crews dispatched to Mokokchung for immediate subsidence / ground cracking containment and traffic rerouting.
INC-NER-2026-0191,2026-08-24 06:28:32,Mizoram,Aizawl,Aizawl,23.7195,92.70775,Traffic & Infrastructure,Bridge Submersion / Structural Washout,High (Level 3),Under Assessment,NDRF Control Room,14,0,0,201,29.52,None / N/A,Yes,Emergency crews dispatched to Aizawl for immediate bridge submersion / structural washout containment and traffic rerouting.
INC-NER-2026-0271,2026-08-24 06:08:04,Sikkim,North Sikkim,Mangan,27.51882,88.5408,Hydro-Meteorological,Cyclone / Violent Wind Damage,Moderate (Level 2),Under Assessment,Border Roads Organisation (BRO),51,0,0,18,0.5,None / N/A,No,Emergency crews dispatched to Mangan for immediate cyclone / violent wind damage containment and traffic rerouting.
INC-NER-2026-0331,2026-08-24 06:05:42,Meghalaya,East Khasi Hills,Shillong,25.58668,91.89504,Geological & Earth Hazards,Rockfall / Debris Flow on Highway,Low (Level 1),Mitigation In Progress,Border Roads Organisation (BRO),110,0,0,16,1.92,NH-29,No,Emergency crews dispatched to Shillong for immediate rockfall / debris flow on highway containment and traffic rerouting.
INC-NER-2026-0269,2026-08-24 05:34:19,Assam,Dima Hasao,Haflong,25.1583,93.01481,Civic & Public Safety,Urban Waterlogging / Drainage Overflow,Moderate (Level 2),Resolved / Cleared,Forest Department Radar,58,0,0,37,0.38,NH-102,No,Emergency crews dispatched to Haflong for immediate urban waterlogging / drainage overflow containment and traffic rerouting.
INC-NER-2026-0272,2026-08-24 04:23:27,Nagaland,Kohima,Kohima,25.6777,94.12294,Hydro-Meteorological,Flash Flood / River Water Inundation,Moderate (Level 2),Emergency Response Dispatched,SDRF Telemetry,18,0,0,42,0.47,NH-37,No,Emergency crews dispatched to Kohima for immediate flash flood / river water inundation containment and traffic rerouting.
INC-NER-2026-0176,2026-08-24 04:16:01,Tripura,Gomati,Udaipur,23.53121,91.48059,Hydro-Meteorological,River Bank Erosion,High (Level 3),Under Assessment,Border Roads Organisation (BRO),116,0,0,150,21.45,NH-29,Yes,Emergency crews dispatched to Udaipur for immediate river bank erosion containment and traffic rerouting.
INC-NER-2026-0178,2026-08-24 03:59:04,Meghalaya,Ri-Bhoi,Nongpoh,25.91094,91.88862,Hydro-Meteorological,Cyclone / Violent Wind Damage,Low (Level 1),Reported / Triaged,Citizen Telemetry App,86,0,0,42,2.43,NH-102,No,Emergency crews dispatched to Nongpoh for immediate cyclone / violent wind damage containment and traffic rerouting.
INC-NER-2026-0139,2026-08-24 03:56:52,Nagaland,Dimapur,Dimapur,25.91061,93.72022,Hydro-Meteorological,Cloudburst / Heavy Rainfall Blockade,Catastrophic (Level 5),Emergency Response Dispatched,Forest Department Radar,87,0,0,3284,207.55,NH-27,Yes,Emergency crews dispatched to Dimapur for immediate cloudburst / heavy rainfall blockade containment and traffic rerouting.
INC-NER-2026-0006,2026-08-24 03:37:50,Assam,Dima Hasao,Haflong,25.17082,93.00876,Traffic & Infrastructure,Bridge Submersion / Structural Washout,High (Level 3),Reported / Triaged,NDRF Control Room,93,0,1,241,18.86,NH-08,Yes,Emergency crews dispatched to Haflong for immediate bridge submersion / structural washout containment and traffic rerouting.
INC-NER-2026-0064,2026-08-24 03:29:49,Arunachal Pradesh,West Kameng,Dirang,27.37231,92.23507,Environmental & Wildlife,Forest Fire / Wildfire Outbreak,Low (Level 1),Emergency Response Dispatched,SDRF Telemetry,40,0,0,41,3.86,NH-37,No,Emergency crews dispatched to Dirang for immediate forest fire / wildfire outbreak containment and traffic rerouting.
INC-NER-2026-0223,2026-08-24 02:42:55,Mizoram,Champhai,Champhai,23.44304,93.33913,Hydro-Meteorological,Cyclone / Violent Wind Damage,Low (Level 1),Reported / Triaged,Police Integrated Control Room,62,0,0,29,1.55,NH-27,No,Emergency crews dispatched to Champhai for immediate cyclone / violent wind damage containment and traffic rerouting.
INC-NER-2026-0318,2026-08-24 02:42:29,Arunachal Pradesh,West Kameng,Dirang,27.35629,92.24327,Environmental & Wildlife,Forest Fire / Wildfire Outbreak,Low (Level 1),Under Assessment,Police Integrated Control Room,112,0,0,29,3.67,NH-102,No,Emergency crews dispatched to Dirang for immediate forest fire / wildfire outbreak containment and traffic rerouting.
INC-NER-2026-0032,2026-08-24 02:11:30,Assam,Cachar,Silchar,24.82578,92.81248,Traffic & Infrastructure,Bridge Submersion / Structural Washout,Catastrophic (Level 5),Mitigation In Progress,State Disaster Management Authority (SDMA),96,0,0,938,86.69,NH-08,Yes,Emergency crews dispatched to Silchar for immediate bridge submersion / structural washout containment and traffic rerouting.
INC-NER-2026-0132,2026-08-24 01:12:31,Tripura,Gomati,Udaipur,23.54232,91.49645,Civic & Public Safety,Border Checkpost Delay / Traffic Snarl,Moderate (Level 2),Under Assessment,NDRF Control Room,113,0,0,44,3.34,NH-08,No,Emergency crews dispatched to Udaipur for immediate border checkpost delay / traffic snarl containment and traffic rerouting.
INC-NER-2026-0253,2026-08-24 00:40:24,Manipur,Ukhrul,Ukhrul,25.10294,94.3553,Traffic & Infrastructure,Rail Line Submersion / Debris Clearance,Low (Level 1),Mitigation In Progress,State Disaster Management Authority (SDMA),109,0,0,1,3.85,NH-37,No,Emergency crews dispatched to Ukhrul for immediate rail line submersion / debris clearance containment and traffic rerouting.
INC-NER-2026-0114,2026-08-24 00:36:29,Meghalaya,Ri-Bhoi,Nongpoh,25.89722,91.88877,Traffic & Infrastructure,Power Grid Failure / Transmission Break,Moderate (Level 2),Emergency Response Dispatched,Police Integrated Control Room,30,0,0,9,1.5,NH-27,No,Emergency crews dispatched to Nongpoh for immediate power grid failure / transmission break containment and traffic rerouting.
INC-NER-2026-0327,2026-08-24 00:26:28,Nagaland,Dimapur,Dimapur,25.89971,93.72616,Civic & Public Safety,Border Checkpost Delay / Traffic Snarl,Low (Level 1),Mitigation In Progress,State Disaster Management Authority (SDMA),105,0,0,19,4.8,State Highway,No,Emergency crews dispatched to Dimapur for immediate border checkpost delay / traffic snarl containment and traffic rerouting.
INC-NER-2026-0232,2026-08-23 23:50:51,Tripura,North Tripura,Dharmanagar,24.37494,92.15783,Civic & Public Safety,Urban Waterlogging / Drainage Overflow,Moderate (Level 2),Mitigation In Progress,Forest Department Radar,105,0,0,49,4.05,NH-08,No,Emergency crews dispatched to Dharmanagar for immediate urban waterlogging / drainage overflow containment and traffic rerouting.
INC-NER-2026-0130,2026-08-23 23:49:10,Assam,Jorhat,Jorhat,26.7428,94.19776,Environmental & Wildlife,Wild Elephant Corridor Movement / Human Wildlife Conflict,Moderate (Level 2),Mitigation In Progress,SDRF Telemetry,49,0,0,41,3.93,NH-08,No,Emergency crews dispatched to Jorhat for immediate wild elephant corridor movement / human wildlife conflict containment and traffic rerouting.
INC-NER-2026-0193,2026-08-23 23:20:35,Meghalaya,East Khasi Hills,Cherrapunji,25.30027,91.74375,Hydro-Meteorological,Flash Flood / River Water Inundation,Low (Level 1),Reported / Triaged,SDRF Telemetry,9,0,0,4,0.85,NH-102,No,Emergency crews dispatched to Cherrapunji for immediate flash flood / river water inundation containment and traffic rerouting.
INC-NER-2026-0336,2026-08-23 23:01:46,Manipur,Imphal West,Imphal,24.82339,93.9235,Geological & Earth Hazards,Rockfall / Debris Flow on Highway,Low (Level 1),Mitigation In Progress,SDRF Telemetry,13,0,0,0,4.71,None / N/A,No,Emergency crews dispatched to Imphal for immediate rockfall / debris flow on highway containment and traffic rerouting.
INC-NER-2026-0122,2026-08-23 22:48:13,Meghalaya,West Garo Hills,Tura,25.51301,90.20371,Civic & Public Safety,Urban Waterlogging / Drainage Overflow,Moderate (Level 2),Emergency Response Dispatched,NDRF Control Room,95,0,0,29,0.25,NH-10,No,Emergency crews dispatched to Tura for immediate urban waterlogging / drainage overflow containment and traffic rerouting.
INC-NER-2026-0052,2026-08-23 22:29:38,Tripura,North Tripura,Dharmanagar,24.38193,92.16063,Civic & Public Safety,Border Checkpost Delay / Traffic Snarl,Moderate (Level 2),Reported / Triaged,Border Roads Organisation (BRO),37,0,0,15,2.85,NH-37,No,Emergency crews dispatched to Dharmanagar for immediate border checkpost delay / traffic snarl containment and traffic rerouting.
INC-NER-2026-0127,2026-08-23 21:49:51,Assam,Jorhat,Jorhat,26.7452,94.1908,Geological & Earth Hazards,Subsidence / Ground Cracking,Low (Level 1),Emergency Response Dispatched,Border Roads Organisation (BRO),50,0,0,49,2.0,NH-102,No,Emergency crews dispatched to Jorhat for immediate subsidence / ground cracking containment and traffic rerouting.
INC-NER-2026-0283,2026-08-23 20:29:16,Assam,Kamrup Metropolitan,Guwahati,26.13307,91.74411,Environmental & Wildlife,Poaching Counter-Operation,Low (Level 1),Resolved / Cleared,SDRF Telemetry,91,0,0,13,1.48,NH-10,No,Emergency crews dispatched to Guwahati for immediate poaching counter-operation containment and traffic rerouting.
INC-NER-2026-0303,2026-08-23 20:27:16,Mizoram,Aizawl,Aizawl,23.72849,92.73156,Traffic & Infrastructure,Bridge Submersion / Structural Washout,High (Level 3),Under Assessment,Police Integrated Control Room,12,0,0,497,9.4,NH-37,Yes,Emergency crews dispatched to Aizawl for immediate bridge submersion / structural washout containment and traffic rerouting.
INC-NER-2026-0153,2026-08-23 20:14:17,Sikkim,North Sikkim,Mangan,27.516,88.52778,Civic & Public Safety,Border Checkpost Delay / Traffic Snarl,Moderate (Level 2),Reported / Triaged,State Disaster Management Authority (SDMA),64,0,0,45,1.34,NH-37,No,Emergency crews dispatched to Mangan for immediate border checkpost delay / traffic snarl containment and traffic rerouting.
INC-NER-2026-0261,2026-08-23 20:05:54,Assam,Kamrup Metropolitan,Guwahati,26.15569,91.73487,Traffic & Infrastructure,Communication Fiber Cut,Moderate (Level 2),Mitigation In Progress,SDRF Telemetry,11,0,0,12,3.25,State Highway,No,Emergency crews dispatched to Guwahati for immediate communication fiber cut containment and traffic rerouting.
INC-NER-2026-0241,2026-08-23 19:55:53,Meghalaya,East Khasi Hills,Shillong,25.56672,91.88519,Traffic & Infrastructure,Bridge Submersion / Structural Washout,Catastrophic (Level 5),Emergency Response Dispatched,Citizen Telemetry App,49,0,2,2295,119.75,NH-08,Yes,Emergency crews dispatched to Shillong for immediate bridge submersion / structural washout containment and traffic rerouting.
INC-NER-2026-0341,2026-08-23 19:34:12,Assam,Kamrup Metropolitan,Guwahati,26.143,91.74518,Environmental & Wildlife,Poaching Counter-Operation,Moderate (Level 2),Under Assessment,State Disaster Management Authority (SDMA),42,0,0,11,0.34,None / N/A,No,Emergency crews dispatched to Guwahati for immediate poaching counter-operation containment and traffic rerouting.
INC-NER-2026-0260,2026-08-23 18:39:11,Tripura,West Tripura,Agartala,23.81875,91.27734,Civic & Public Safety,Industrial Chemical Spill / Fire Incident,Moderate (Level 2),Emergency Response Dispatched,State Disaster Management Authority (SDMA),35,0,0,49,3.66,NH-08,No,Emergency crews dispatched to Agartala for immediate industrial chemical spill / fire incident containment and traffic rerouting.
INC-NER-2026-0282,2026-08-23 18:27:35,Assam,Dima Hasao,Haflong,25.17183,93.01446,Geological & Earth Hazards,Minor Tremor / Seismic Activity,Moderate (Level 2),Under Assessment,State Disaster Management Authority (SDMA),37,0,0,1,4.91,None / N/A,No,Emergency crews dispatched to Haflong for immediate minor tremor / seismic activity containment and traffic rerouting.
INC-NER-2026-0118,2026-08-23 17:56:40,Arunachal Pradesh,Papum Pare,Itanagar,27.09914,93.60222,Hydro-Meteorological,Cyclone / Violent Wind Damage,Low (Level 1),Under Assessment,Border Roads Organisation (BRO),22,0,0,37,2.21,NH-27,No,Emergency crews dispatched to Itanagar for immediate cyclone / violent wind damage containment and traffic rerouting.
INC-NER-2026-0343,2026-08-23 17:44:39,Nagaland,Kohima,Kohima,25.6657,94.10568,Hydro-Meteorological,Cloudburst / Heavy Rainfall Blockade,High (Level 3),Resolved / Cleared,Police Integrated Control Room,52,0,0,114,15.78,State Highway,Yes,Emergency crews dispatched to Kohima for immediate cloudburst / heavy rainfall blockade containment and traffic rerouting.
INC-NER-2026-0126,2026-08-23 17:41:14,Arunachal Pradesh,East Siang,Pasighat,28.07179,95.32776,Hydro-Meteorological,Cyclone / Violent Wind Damage,Moderate (Level 2),Under Assessment,SDRF Telemetry,54,0,0,23,1.84,NH-37,No,Emergency crews dispatched to Pasighat for immediate cyclone / violent wind damage containment and traffic rerouting.
INC-NER-2026-0172,2026-08-23 16:19:47,Arunachal Pradesh,Papum Pare,Itanagar,27.09283,93.59928,Traffic & Infrastructure,National Highway Road Blockade,Moderate (Level 2),Mitigation In Progress,SDRF Telemetry,114,0,0,16,0.36,NH-102,No,Emergency crews dispatched to Itanagar for immediate national highway road blockade containment and traffic rerouting.
INC-NER-2026-0179,2026-08-23 16:12:53,Assam,Golaghat,Kaziranga,26.58514,93.18478,Hydro-Meteorological,Cloudburst / Heavy Rainfall Blockade,High (Level 3),Resolved / Cleared,SDRF Telemetry,43,0,0,35,20.65,NH-29,Yes,Emergency crews dispatched to Kaziranga for immediate cloudburst / heavy rainfall blockade containment and traffic rerouting.
INC-NER-2026-0259,2026-08-23 15:47:50,Mizoram,Champhai,Champhai,23.45867,93.33002,Traffic & Infrastructure,National Highway Road Blockade,Moderate (Level 2),Mitigation In Progress,SDRF Telemetry,118,0,0,35,1.18,NH-29,No,Emergency crews dispatched to Champhai for immediate national highway road blockade containment and traffic rerouting.
INC-NER-2026-0164,2026-08-23 15:44:28,Assam,Dima Hasao,Haflong,25.18078,93.0228,Hydro-Meteorological,Cloudburst / Heavy Rainfall Blockade,High (Level 3),Reported / Triaged,Citizen Telemetry App,15,0,3,230,27.33,NH-08,Yes,Emergency crews dispatched to Haflong for immediate cloudburst / heavy rainfall blockade containment and traffic rerouting.
INC-NER-2026-0214,2026-08-23 15:32:51,Assam,Cachar,Silchar,24.80362,92.79906,Civic & Public Safety,Public Protests / Road Blockade Demonstration,High (Level 3),Resolved / Cleared,Border Roads Organisation (BRO),67,0,0,370,20.53,NH-08,Yes,Emergency crews dispatched to Silchar for immediate public protests / road blockade demonstration containment and traffic rerouting.
INC-NER-2026-0079,2026-08-23 15:32:03,Sikkim,South Sikkim,Namchi,27.16447,88.35326,Traffic & Infrastructure,Bridge Submersion / Structural Washout,High (Level 3),Emergency Response Dispatched,NDRF Control Room,75,0,0,296,28.94,NH-10,Yes,Emergency crews dispatched to Namchi for immediate bridge submersion / structural washout containment and traffic rerouting.
INC-NER-2026-0113,2026-08-23 15:00:50,Assam,Golaghat,Kaziranga,26.58817,93.18049,Geological & Earth Hazards,Rockfall / Debris Flow on Highway,Moderate (Level 2),Resolved / Cleared,NDRF Control Room,22,0,0,7,2.84,State Highway,No,Emergency crews dispatched to Kaziranga for immediate rockfall / debris flow on highway containment and traffic rerouting.
INC-NER-2026-0009,2026-08-23 14:25:52,Tripura,North Tripura,Dharmanagar,24.35925,92.16143,Civic & Public Safety,Urban Waterlogging / Drainage Overflow,Moderate (Level 2),Under Assessment,Citizen Telemetry App,55,0,0,8,1.69,NH-37,No,Emergency crews dispatched to Dharmanagar for immediate urban waterlogging / drainage overflow containment and traffic rerouting.
INC-NER-2026-0245,2026-08-23 13:08:08,Tripura,North Tripura,Dharmanagar,24.3677,92.167,Civic & Public Safety,Border Checkpost Delay / Traffic Snarl,Low (Level 1),Emergency Response Dispatched,SDRF Telemetry,35,0,0,1,2.41,NH-27,No,Emergency crews dispatched to Dharmanagar for immediate border checkpost delay / traffic snarl containment and traffic rerouting.
INC-NER-2026-0012,2026-08-23 12:44:10,Meghalaya,West Garo Hills,Tura,25.50293,90.19737,Geological & Earth Hazards,Subsidence / Ground Cracking,High (Level 3),Emergency Response Dispatched,State Disaster Management Authority (SDMA),92,0,3,166,25.04,State Highway,Yes,Emergency crews dispatched to Tura for immediate subsidence / ground cracking containment and traffic rerouting.
INC-NER-2026-0227,2026-08-23 11:49:18,Manipur,Churachandpur,Churachandpur,24.34661,93.69595,Environmental & Wildlife,Forest Fire / Wildfire Outbreak,Moderate (Level 2),Emergency Response Dispatched,Border Roads Organisation (BRO),8,0,0,21,0.65,None / N/A,No,Emergency crews dispatched to Churachandpur for immediate forest fire / wildfire outbreak containment and traffic rerouting.
INC-NER-2026-0091,2026-08-23 11:46:14,Tripura,Gomati,Udaipur,23.5445,91.47449,Hydro-Meteorological,Major Landslide / Slope Failure,Critical (Level 4),Under Assessment,Forest Department Radar,90,0,0,2649,115.75,NH-102,Yes,Emergency crews dispatched to Udaipur for immediate major landslide / slope failure containment and traffic rerouting.
INC-NER-2026-0335,2026-08-23 11:45:04,Arunachal Pradesh,Tawang,Tawang,27.57125,91.87095,Civic & Public Safety,Industrial Chemical Spill / Fire Incident,High (Level 3),Under Assessment,State Disaster Management Authority (SDMA),19,0,1,61,27.97,NH-37,Yes,Emergency crews dispatched to Tawang for immediate industrial chemical spill / fire incident containment and traffic rerouting.
INC-NER-2026-0212,2026-08-23 11:41:33,Meghalaya,East Khasi Hills,Shillong,25.56393,91.90659,Civic & Public Safety,Urban Waterlogging / Drainage Overflow,Low (Level 1),Resolved / Cleared,Police Integrated Control Room,82,0,0,40,3.21,NH-29,No,Emergency crews dispatched to Shillong for immediate urban waterlogging / drainage overflow containment and traffic rerouting.
INC-NER-2026-0294,2026-08-23 11:24:11,Mizoram,Champhai,Champhai,23.45927,93.32139,Environmental & Wildlife,Poaching Counter-Operation,Low (Level 1),Resolved / Cleared,Forest Department Radar,119,0,0,17,1.44,NH-10,No,Emergency crews dispatched to Champhai for immediate poaching counter-operation containment and traffic rerouting.
INC-NER-2026-0060,2026-08-23 10:54:02,Manipur,Imphal West,Imphal,24.80676,93.93249,Civic & Public Safety,Industrial Chemical Spill / Fire Incident,Moderate (Level 2),Mitigation In Progress,NDRF Control Room,55,0,0,3,2.61,NH-29,No,Emergency crews dispatched to Imphal for immediate industrial chemical spill / fire incident containment and traffic rerouting.
INC-NER-2026-0158,2026-08-23 10:39:07,Assam,Jorhat,Jorhat,26.75471,94.1923,Geological & Earth Hazards,Minor Tremor / Seismic Activity,High (Level 3),Resolved / Cleared,State Disaster Management Authority (SDMA),93,0,0,252,23.74,NH-10,Yes,Emergency crews dispatched to Jorhat for immediate minor tremor / seismic activity containment and traffic rerouting.
INC-NER-2026-0002,2026-08-23 10:10:28,Manipur,Imphal West,Imphal,24.80564,93.92876,Traffic & Infrastructure,Bridge Submersion / Structural Washout,Critical (Level 4),Resolved / Cleared,Forest Department Radar,113,1,0,301,178.21,NH-08,Yes,Emergency crews dispatched to Imphal for immediate bridge submersion / structural washout containment and traffic rerouting.
INC-NER-2026-0224,2026-08-23 10:08:21,Nagaland,Kohima,Kohima,25.68588,94.11698,Traffic & Infrastructure,Power Grid Failure / Transmission Break,Low (Level 1),Resolved / Cleared,Police Integrated Control Room,92,0,0,3,2.51,NH-37,No,Emergency crews dispatched to Kohima for immediate power grid failure / transmission break containment and traffic rerouting.
INC-NER-2026-0256,2026-08-23 09:54:33,Arunachal Pradesh,East Siang,Pasighat,28.06576,95.31545,Environmental & Wildlife,Poaching Counter-Operation,Moderate (Level 2),Reported / Triaged,Forest Department Radar,102,0,0,15,1.74,State Highway,No,Emergency crews dispatched to Pasighat for immediate poaching counter-operation containment and traffic rerouting.
INC-NER-2026-0076,2026-08-23 09:48:33,Manipur,Ukhrul,Ukhrul,25.13148,94.37098,Hydro-Meteorological,Flash Flood / River Water Inundation,Moderate (Level 2),Mitigation In Progress,SDRF Telemetry,39,0,0,14,3.24,NH-37,No,Emergency crews dispatched to Ukhrul for immediate flash flood / river water inundation containment and traffic rerouting.
INC-NER-2026-0246,2026-08-23 09:48:13,Meghalaya,East Khasi Hills,Shillong,25.57111,91.88343,Civic & Public Safety,Public Protests / Road Blockade Demonstration,Critical (Level 4),Mitigation In Progress,State Disaster Management Authority (SDMA),86,0,0,2936,194.2,NH-10,Yes,Emergency crews dispatched to Shillong for immediate public protests / road blockade demonstration containment and traffic rerouting.
INC-NER-2026-0008,2026-08-23 08:50:25,Meghalaya,Ri-Bhoi,Nongpoh,25.8916,91.88323,Environmental & Wildlife,Poaching Counter-Operation,Moderate (Level 2),Emergency Response Dispatched,SDRF Telemetry,16,0,0,27,4.45,NH-37,No,Emergency crews dispatched to Nongpoh for immediate poaching counter-operation containment and traffic rerouting.
INC-NER-2026-0104,2026-08-23 08:44:59,Assam,Sonitpur,Tezpur,26.6256,92.81014,Geological & Earth Hazards,Minor Tremor / Seismic Activity,High (Level 3),Resolved / Cleared,Citizen Telemetry App,30,0,1,66,11.91,NH-102,Yes,Emergency crews dispatched to Tezpur for immediate minor tremor / seismic activity containment and traffic rerouting.
INC-NER-2026-0217,2026-08-23 08:16:07,Mizoram,Lunglei,Lunglei,22.87873,92.71887,Traffic & Infrastructure,Power Grid Failure / Transmission Break,Low (Level 1),Emergency Response Dispatched,SDRF Telemetry,111,0,0,24,3.72,NH-29,No,Emergency crews dispatched to Lunglei for immediate power grid failure / transmission break containment and traffic rerouting.
INC-NER-2026-0168,2026-08-23 07:33:05,Sikkim,North Sikkim,Mangan,27.51021,88.54319,Hydro-Meteorological,River Bank Erosion,High (Level 3),Mitigation In Progress,Border Roads Organisation (BRO),34,0,0,190,16.03,State Highway,Yes,Emergency crews dispatched to Mangan for immediate river bank erosion containment and traffic rerouting.
INC-NER-2026-0117,2026-08-23 07:13:15,Assam,Golaghat,Kaziranga,26.57624,93.16446,Traffic & Infrastructure,Bridge Submersion / Structural Washout,High (Level 3),Under Assessment,Border Roads Organisation (BRO),94,0,1,38,25.43,NH-37,Yes,Emergency crews dispatched to Kaziranga for immediate bridge submersion / structural washout containment and traffic rerouting.
INC-NER-2026-0109,2026-08-23 06:18:36,Manipur,Tengnoupal,Moreh,24.22791,94.31877,Traffic & Infrastructure,Bridge Submersion / Structural Washout,Critical (Level 4),Under Assessment,Police Integrated Control Room,99,0,2,2539,157.44,NH-102,Yes,Emergency crews dispatched to Moreh for immediate bridge submersion / structural washout containment and traffic rerouting.
